"id","neighbourhood","minimum_nights","price"
24476209,"Arrochar",4,33
24491450,"Greenpoint",4,100
24521752,"Upper East Side",4,200
24541262,"Murray Hill",4,200
24560488,"SoHo",4,205
24561063,"Bushwick",4,86
24572398,"Williamsburg",4,150
24573377,"Arrochar",4,35
120362,"Williamsburg",4,190
24577999,"Greenpoint",4,114
24580838,"Williamsburg",4,128
24606241,"Lower East Side",4,150
24608893,"Williamsburg",4,89
7065307,"SoHo",4,150
24632399,"Hell's Kitchen",4,415
24676594,"Greenwich Village",4,250
24677673,"East Harlem",4,65
7072541,"Bushwick",4,150
24715821,"Williamsburg",4,60
24718788,"Kips Bay",4,119
7082866,"East Village",4,150
24727745,"Murray Hill",4,120
1213991,"Hell's Kitchen",4,240
24749018,"Downtown Brooklyn",4,250
24757612,"Harlem",4,122
24757848,"Harlem",4,85
24758512,"Hell's Kitchen",4,70
7089310,"Jamaica Estates",4,398
7091390,"Harlem",4,125
24779466,"Gramercy",4,150
24780277,"Prospect-Lefferts Gardens",4,200
24798693,"Hell's Kitchen",4,190
24804386,"Upper West Side",4,150
24805679,"Bushwick",4,70
7094976,"Crown Heights",4,44
7095783,"Upper East Side",4,270
24835343,"Downtown Brooklyn",4,135
24843435,"Throgs Neck",4,40
24868180,"East Harlem",4,50
1227528,"Williamsburg",4,275
24868754,"Arrochar",4,33
24874559,"Upper West Side",4,91
24894476,"Harlem",4,70
7124926,"Fort Greene",4,149
24912783,"Park Slope",4,139
24915585,"Gramercy",4,175
5803,"South Slope",4,89
24918572,"Crown Heights",4,295
7127458,"Astoria",4,70
7128293,"Bedford-Stuyvesant",4,95
24933154,"Flatbush",4,150
24936179,"Hell's Kitchen",4,125
7129972,"Civic Center",4,169
25010171,"Flushing",4,48
7158417,"Kensington",4,115
25014162,"Bedford-Stuyvesant",4,75
25025092,"Bedford-Stuyvesant",4,100
25048895,"Bedford-Stuyvesant",4,99
25054120,"Flatbush",4,197
1251889,"Williamsburg",4,135
7176975,"Washington Heights",4,165
25074072,"East Flatbush",4,350
25107333,"Hell's Kitchen",4,200
25110602,"Greenpoint",4,100
25127198,"Arrochar",4,32
25127644,"Lower East Side",4,159
25132598,"Upper West Side",4,120
25137152,"East Village",4,140
25142331,"Upper West Side",4,294
25153931,"East Village",4,89
25166331,"Theater District",4,337
25168638,"East Elmhurst",4,169
25180572,"Upper West Side",4,180
25202604,"Park Slope",4,295
25204567,"Bedford-Stuyvesant",4,45
25213872,"Bensonhurst",4,37
25255214,"Sunset Park",4,260
25262112,"East Village",4,62
7225366,"Chelsea",4,450
25288200,"East Harlem",4,85
25290749,"Hell's Kitchen",4,175
7230002,"Williamsburg",4,63
25311295,"Upper East Side",4,399
25312773,"Williamsburg",4,95
25313748,"Hell's Kitchen",4,269
7238562,"Williamsburg",4,200
132570,"West Village",4,170
25340844,"Chelsea",4,68
133025,"Murray Hill",4,130
25348802,"Midtown",4,165
25352456,"Harlem",4,85
25370297,"West Village",4,120
7254952,"Park Slope",4,175
25417035,"Brooklyn Heights",4,300
25456951,"Williamsburg",4,190
7264496,"Morningside Heights",4,140
25469769,"Clinton Hill",4,125
25475518,"East Harlem",4,115
135706,"Chelsea",4,132
25487162,"Upper East Side",4,54
1292428,"Chelsea",4,119
1294721,"Williamsburg",4,190
1297663,"West Village",4,144
25512622,"Inwood",4,50
25518658,"West Village",4,200
25519081,"Williamsburg",4,60
25534630,"Gowanus",4,150
7306096,"Kensington",4,45
1304459,"Williamsburg",4,131
25583366,"Upper East Side",4,180
25589726,"Bedford-Stuyvesant",4,130
25635216,"Upper West Side",4,85
25665981,"Ozone Park",4,110
25683815,"Fort Greene",4,90
25684094,"Rockaway Beach",4,99
7323905,"East Village",4,120
25728623,"Williamsburg",4,169
25731392,"Crown Heights",4,95
25767363,"Bushwick",4,220
25770425,"St. George",4,97
7328319,"Chinatown",4,120
25798995,"Bushwick",4,45
25806562,"Flatbush",4,50
25812187,"Astoria",4,250
25813796,"Brownsville",4,50
7341406,"Bedford-Stuyvesant",4,125
7341983,"Bedford-Stuyvesant",4,130
7346434,"Upper West Side",4,64
1322432,"Bedford-Stuyvesant",4,225
25870315,"Bayswater",4,105
25887161,"East Harlem",4,110
25891110,"Park Slope",4,195
25903655,"Williamsburg",4,250
25905991,"Forest Hills",4,325
25909161,"Upper East Side",4,150
142069,"East Village",4,150
25937419,"Harlem",4,65
25940097,"Harlem",4,800
25949359,"Midwood",4,155
25973941,"Williamsburg",4,347
7378773,"Bushwick",4,98
1334633,"West Village",4,175
26033190,"Williamsburg",4,149
145188,"Chelsea",4,200
26060534,"Ridgewood",4,37
26063353,"Vinegar Hill",4,250
26080646,"Greenwich Village",4,200
26085075,"Greenpoint",4,106
26093497,"Flatbush",4,745
26097566,"Fort Greene",4,230
26121444,"East Elmhurst",4,100
26121733,"Bedford-Stuyvesant",4,65
26127726,"Upper East Side",4,189
7410868,"Lower East Side",4,120
26137457,"Bushwick",4,60
26138957,"Bedford-Stuyvesant",4,60
26147454,"Kensington",4,90
26162960,"Williamsburg",4,225
26166987,"SoHo",4,425
26201913,"Brownsville",4,165
26205265,"Gramercy",4,499
26235821,"Upper East Side",4,75
26250832,"Bushwick",4,40
7438254,"Harlem",4,88
146754,"Windsor Terrace",4,250
149287,"Upper East Side",4,250
26304188,"Williamsburg",4,165
26334886,"Sunset Park",4,275
1365028,"SoHo",4,265
150804,"Lower East Side",4,250
7472710,"Sunnyside",4,80
26383523,"Lower East Side",4,225
26392206,"Midtown",4,180
7480729,"East Village",4,165
1377820,"Chelsea",4,180
26425032,"Clinton Hill",4,59
7491626,"Astoria",4,95
26430901,"Concord",4,30
26431251,"Concord",4,30
26431441,"Concord",4,30
26440780,"Downtown Brooklyn",4,160
7495477,"Hell's Kitchen",4,175
1391683,"Washington Heights",4,75
26458835,"Stuyvesant Town",4,55
26470188,"Greenwich Village",4,220
7496720,"East Village",4,135
26473415,"Theater District",4,85
26473544,"Bushwick",4,75
26494242,"Lower East Side",4,200
26494876,"Williamsburg",4,125
1399273,"Greenpoint",4,45
7501292,"Bedford-Stuyvesant",4,101
26518272,"Gowanus",4,150
26518337,"Lower East Side",4,180
26521015,"Flatbush",4,110
26522298,"Fort Greene",4,120
26532770,"Hell's Kitchen",4,250
26550322,"Washington Heights",4,250
26559223,"Williamsburg",4,70
26587430,"Columbia St",4,135
7535450,"East Harlem",4,75
1403870,"SoHo",4,200
7544709,"Lower East Side",4,169
26635476,"Inwood",4,100
26654670,"Bushwick",4,45
26662711,"Hell's Kitchen",4,130
26683178,"Boerum Hill",4,165
15095808,"Holliswood",3,239
15098153,"Greenpoint",3,200
19769403,"Chelsea",3,275
28966707,"Williamsburg",3,80
15098355,"Hell's Kitchen",3,250
19779217,"East Village",3,95
15098786,"SoHo",3,200
34749210,"Mott Haven",3,100
28966170,"Bushwick",3,65
2054899,"West Village",3,1000
31125496,"Bedford-Stuyvesant",3,65
15100883,"Fordham",3,40
28964397,"Chelsea",3,65
19786240,"Bedford-Stuyvesant",3,550
5316377,"Crown Heights",3,249
25590224,"Harlem",3,100
15101577,"Fort Greene",3,100
12519042,"Bedford-Stuyvesant",3,50
11107261,"Harlem",3,57
19787770,"Sunset Park",3,75
15107952,"Midtown",3,165
31125134,"Midtown",3,120
19788957,"Williamsburg",3,70
15111011,"Bedford-Stuyvesant",3,140
35281795,"Astoria",3,55
32965,"Bedford-Stuyvesant",3,115
19790151,"Bensonhurst",3,57
24906924,"Chinatown",3,150
10538353,"Park Slope",3,154
35282883,"Financial District",3,250
30102666,"Williamsburg",3,380
15114512,"Sheepshead Bay",3,65
19800250,"Williamsburg",3,400
2669366,"Claremont Village",3,40
10135104,"Harlem",3,75
34751113,"East Village",3,98
19801466,"Middle Village",3,140
15115143,"Hell's Kitchen",3,200
24911170,"Bedford-Stuyvesant",3,99
11117439,"East Harlem",3,120
19803208,"Bedford-Stuyvesant",3,110
19803462,"Upper East Side",3,123
31123200,"Fort Greene",3,144
19805716,"Williamsburg",3,105
15122925,"Bensonhurst",3,100
15126304,"Upper East Side",3,105
4198391,"East Village",3,160
24103404,"West Village",3,148
19808493,"Williamsburg",3,90
8165315,"Bedford-Stuyvesant",3,80
27235064,"Williamsburg",3,162
19809264,"Crown Heights",3,100
797972,"Gramercy",3,130
31313010,"Williamsburg",3,45
31444015,"Hell's Kitchen",3,170
35284533,"Long Island City",3,250
28961085,"Midtown",3,250
1733157,"Astoria",3,195
15131279,"Flatbush",3,40
5327598,"East Village",3,199
3393798,"West Village",3,249
8916387,"Upper West Side",3,133
15132221,"Upper East Side",3,110
7309427,"South Slope",3,399
538590,"Astoria",3,150
19819750,"Upper East Side",3,72
30739597,"Bushwick",3,48
15133721,"Forest Hills",3,59
5337757,"Greenpoint",3,49
3394044,"Washington Heights",3,69
1479731,"Crown Heights",3,89
15134876,"East New York",3,85
798128,"Upper East Side",3,175
798429,"Harlem",3,115
26496505,"Queens Village",3,75
12549290,"Financial District",3,35
8614862,"Washington Heights",3,50
15144105,"Flatbush",3,45
19827778,"Washington Heights",3,80
10031336,"Upper East Side",3,129
19828845,"Crown Heights",3,100
19829390,"Theater District",3,210
1950588,"Little Italy",3,200
19829900,"Bensonhurst",3,99
10253159,"Castleton Corners",3,299
30093843,"Woodside",3,125
11121739,"NoHo",3,180
2022958,"Hell's Kitchen",3,250
15149560,"SoHo",3,120
28958147,"Lower East Side",3,150
15149591,"Midtown",3,699
19837851,"East Flatbush",3,103
35842545,"Park Slope",3,115
35842576,"Chelsea",3,223
27259887,"Bedford-Stuyvesant",3,250
1195198,"Bedford-Stuyvesant",3,120
12561615,"Midtown",3,98
1195260,"East Flatbush",3,95
28952972,"Midtown",3,450
19843731,"Longwood",3,65
15160791,"Williamsburg",3,75
15162388,"Midtown",3,350
19845373,"Kensington",3,89
19845637,"Williamsburg",3,75
19847065,"Upper West Side",3,187
19847087,"Astoria",3,95
19847655,"Bushwick",3,45
19847790,"East Flatbush",3,160
4211276,"Prospect-Lefferts Gardens",3,275
8612715,"Astoria",3,70
15166481,"Williamsburg",3,125
19848536,"Ridgewood",3,48
24037479,"East Village",3,119
5353815,"Flatbush",3,95
25614818,"Morningside Heights",3,250
25616250,"Flatbush",3,75
28943748,"Bushwick",3,73
8907362,"East Village",3,90
12564287,"Wakefield",3,99
19858046,"Midtown",3,325
3395398,"Hell's Kitchen",3,99
19859179,"Elmhurst",3,39
9156676,"Cypress Hills",3,90
1232212,"Williamsburg",3,225
542203,"Hell's Kitchen",3,195
19861088,"Harlem",3,120
19861483,"Upper East Side",3,120
19862719,"Financial District",3,55
8162607,"Upper West Side",3,185
34971332,"Bedford-Stuyvesant",3,110
12567868,"East Village",3,60
7309459,"Cobble Hill",3,198
19864245,"Williamsburg",3,95
5362041,"Harlem",3,250
19867655,"Williamsburg",3,200
30089810,"Nolita",3,307
19871726,"Williamsburg",3,116
19872361,"East Village",3,75
321136,"Washington Heights",3,115
15182188,"Kips Bay",3,89
6988794,"Forest Hills",3,75
30089600,"Riverdale",3,175
28938342,"Bushwick",3,70
4216813,"Greenpoint",3,200
19876292,"West Village",3,150
16458,"Park Slope",3,225
10253377,"Williamsburg",3,80
3400645,"Boerum Hill",3,115
35289022,"East Harlem",3,382
19877695,"Harlem",3,50
2532443,"Sunset Park",3,52
19880329,"Chelsea",3,500
3401271,"East Harlem",3,135
30734277,"Greenpoint",3,70
15192362,"Woodhaven",3,43
19887942,"Bedford-Stuyvesant",3,170
403056,"East Harlem",3,125
34752945,"Bushwick",3,50
10542174,"Fort Greene",3,144
12587698,"Bushwick",3,65
19890448,"Bushwick",3,60
12590077,"South Slope",3,280
30088327,"Lower East Side",3,195
19891482,"East Village",3,150
35848679,"Ridgewood",3,60
3404472,"Bushwick",3,55
35855199,"East Harlem",3,80
28933205,"Upper East Side",3,250
19892112,"Park Slope",3,175
804246,"Chinatown",3,195
28932158,"Chinatown",3,110
15206157,"Midtown",3,599
15206272,"Bedford-Stuyvesant",3,75
8153240,"Lower East Side",3,250
35855969,"Harlem",3,80
15206607,"Midtown",3,699
15206836,"Midtown",3,499
15206909,"East Flatbush",3,175
19905170,"Crown Heights",3,175
287421,"Cobble Hill",3,140
15216399,"Sheepshead Bay",3,50
35858194,"Harlem",3,119
15218066,"Midtown",3,799
19907826,"Washington Heights",3,60
15218299,"Midtown",3,499
19909197,"Park Slope",3,88
12600938,"East Harlem",3,85
8905651,"Williamsburg",3,59
19910666,"Hell's Kitchen",3,176
12601807,"East Harlem",3,85
35859800,"Financial District",3,600
34974184,"Mill Basin",3,299
9089306,"East Village",3,135
28920156,"Midtown",3,249
10262473,"Dyker Heights",3,69
19911921,"East Village",3,160
15222972,"Two Bridges",3,140
24915372,"Harlem",3,250
15226075,"Theater District",3,302
26497309,"East Village",3,150
8152985,"Lower East Side",3,89
25626152,"East Flatbush",3,45
19913070,"Bedford-Stuyvesant",3,95
19913191,"Hell's Kitchen",3,280
19913497,"Williamsburg",3,275
19913714,"Williamsburg",3,60
19913761,"Two Bridges",3,110
12609695,"Astoria",3,55
31624317,"Bedford-Stuyvesant",3,130
31121622,"Gramercy",3,155
19914762,"Nolita",3,200
294227,"Greenpoint",3,199
15238740,"East Harlem",3,75
8151925,"Lower East Side",3,159
31439169,"Upper East Side",3,42
545261,"Clinton Hill",3,200
15247262,"Prospect Heights",3,185
15248135,"Williamsburg",3,100
19923377,"Williamsburg",3,65
10268712,"Williamsburg",3,99
7054797,"Springfield Gardens",3,150
24545438,"Crown Heights",3,70
12625113,"Harlem",3,45
19929279,"Clinton Hill",3,250
25635162,"Astoria",3,90
26570172,"Inwood",3,53
26948855,"Jackson Heights",3,46
15250435,"Harlem",3,59
19930835,"Concord",3,33
12625717,"Flatbush",3,45
403264,"Midtown",3,145
30732895,"Crown Heights",3,70
7631585,"Long Island City",3,80
15256150,"Kips Bay",3,175
35864932,"Midtown",3,350
15260962,"SoHo",3,850
12629865,"Bedford-Stuyvesant",3,52
35304831,"Hell's Kitchen",3,125
31121555,"Bedford-Stuyvesant",3,60
35866148,"Crown Heights",3,150
7319791,"Lower East Side",3,120
12641611,"Park Slope",3,175
19944880,"Williamsburg",3,175
8146444,"Crown Heights",3,90
12642845,"South Slope",3,150
19945811,"Brooklyn Heights",3,200
24916951,"Bedford-Stuyvesant",3,44
26421624,"Long Island City",3,71
35866719,"Port Morris",3,125
15280873,"Murray Hill",3,200
15282119,"East Flatbush",3,75
35867271,"Midtown",3,229
2438181,"Two Bridges",3,65
1728938,"Park Slope",3,115
19950630,"East Harlem",3,55
31121213,"Harlem",3,115
8144049,"Harlem",3,62
7680750,"Bedford-Stuyvesant",3,100
5406067,"Kips Bay",3,134
2671737,"Washington Heights",3,65
7679943,"Windsor Terrace",3,128
15288601,"Prospect Heights",3,66
35870390,"West Village",3,550
4227161,"Bedford-Stuyvesant",3,1050
12652786,"Bedford-Stuyvesant",3,75
3414607,"Prospect Heights",3,150
19961187,"Gramercy",3,280
35871036,"Ditmars Steinway",3,90
19963733,"Brooklyn Heights",3,585
4227554,"Woodside",3,195
19964070,"Williamsburg",3,180
35871317,"Greenpoint",3,130
547830,"Flatbush",3,90
806038,"Elmhurst",3,45
35871541,"Upper East Side",3,600
24039926,"Hell's Kitchen",3,89
34623269,"SoHo",3,107
19967297,"Harlem",3,110
806040,"Elmhurst",3,45
19968221,"Gowanus",3,298
548133,"Clinton Hill",3,135
31543432,"Port Morris",3,95
8903855,"Long Island City",3,150
15301964,"Flatbush",3,65
19969461,"Sheepshead Bay",3,100
15301966,"Williamsburg",3,160
19970216,"Lower East Side",3,115
8608841,"Williamsburg",3,120
28912811,"Crown Heights",3,65
35873124,"Williamsburg",3,60
199195,"Harlem",3,75
34519905,"Long Island City",3,150
11138910,"Bedford-Stuyvesant",3,109
4235961,"Chelsea",3,275
19979903,"Ditmars Steinway",3,75
24034853,"Bedford-Stuyvesant",3,45
35310394,"Theater District",3,480
19980512,"East Village",3,110
15311833,"Arverne",3,60
158290,"Clinton Hill",3,75
5429358,"Williamsburg",3,295
404502,"Williamsburg",3,123
8143588,"Downtown Brooklyn",3,150
15314886,"Chelsea",3,179
8142536,"Financial District",3,350
4236725,"Clinton Hill",3,150
28910899,"Nolita",3,140
3420648,"Hell's Kitchen",3,750
25672309,"Gramercy",3,225
12669603,"Prospect-Lefferts Gardens",3,35
34976735,"Gramercy",3,160
15325255,"Midtown",3,269
808618,"Kew Gardens",3,60
31542692,"Bedford-Stuyvesant",3,120
30084221,"East Village",3,225
25673527,"Gramercy",3,110
3423032,"Long Island City",3,70
7127600,"Crown Heights",3,70
35311495,"Midtown",3,120
19999906,"Bushwick",3,50
550777,"Upper West Side",3,210
20000260,"Prospect-Lefferts Gardens",3,130
25673898,"Bedford-Stuyvesant",3,55
20000421,"Harlem",3,45
8141256,"Upper West Side",3,120
550858,"Chelsea",3,399
15333336,"Flatbush",3,75
28901091,"Fort Greene",3,175
30082958,"Dongan Hills",3,70
25674366,"Williamsburg",3,295
15336596,"Norwood",3,50
35312653,"Long Island City",3,125
46723,"Bedford-Stuyvesant",3,90
25677571,"Long Island City",3,400
5433967,"Bedford-Stuyvesant",3,120
404923,"Windsor Terrace",3,88
20012263,"Bedford-Stuyvesant",3,85
5434655,"Upper West Side",3,185
30715085,"Astoria",3,95
20013531,"Bushwick",3,60
811198,"Chelsea",3,349
15340649,"Williamsburg",3,180
20014534,"Williamsburg",3,45
7024774,"Fort Greene",3,205
15341726,"Harlem",3,75
15342164,"St. Albans",3,47
31297452,"Chelsea",3,190
27302499,"Bedford-Stuyvesant",3,125
35876236,"East Village",3,400
20016469,"Little Italy",3,95
7697504,"Greenpoint",3,175
552639,"Harlem",3,220
15345019,"Greenpoint",3,425
20017161,"Prospect-Lefferts Gardens",3,69
12681210,"Crown Heights",3,75
35314165,"Hell's Kitchen",3,250
2678773,"Williamsburg",3,180
28891434,"Crown Heights",3,120
1860838,"Washington Heights",3,44
30071866,"Downtown Brooklyn",3,99
15357493,"Flatbush",3,150
15357503,"Flatbush",3,71
35314580,"Hell's Kitchen",3,335
20029021,"Bedford-Stuyvesant",3,149
20029169,"Midtown",3,690
20030489,"Vinegar Hill",3,245
3426233,"Upper East Side",3,400
15360248,"Williamsburg",3,408
35877559,"Fordham",3,39
15360687,"Bedford-Stuyvesant",3,95
20031965,"Forest Hills",3,268
3430612,"Prospect Heights",3,140
34977363,"Midtown",3,190
15363266,"Washington Heights",3,120
20034244,"Tompkinsville",3,59
15367894,"Bedford-Stuyvesant",3,125
15370219,"Harlem",3,90
20035612,"Harlem",3,55
11144544,"Midtown",3,112
5465270,"Boerum Hill",3,170
20040994,"West Village",3,108
15374777,"Astoria",3,99
35314884,"Astoria",3,300
20045444,"Washington Heights",3,99
35315156,"Chelsea",3,330
35315271,"Williamsburg",3,131
30071822,"Prospect-Lefferts Gardens",3,100
8131995,"Kips Bay",3,165
20049857,"Upper West Side",3,299
30071646,"Sunset Park",3,50
28867389,"Prospect-Lefferts Gardens",3,59
3432660,"Bedford-Stuyvesant",3,175
15379923,"Bushwick",3,75
20053839,"Greenpoint",3,150
20054293,"Long Island City",3,61
26501791,"Glendale",3,65
30714036,"Crown Heights",3,500
20054438,"Astoria",3,80
30713926,"Clinton Hill",3,90
812057,"Bedford-Stuyvesant",3,215
12704159,"Financial District",3,90
5477876,"Greenpoint",3,135
4258443,"Bushwick",3,90
15394503,"East Village",3,99
4258867,"Fort Greene",3,178
10138784,"Jackson Heights",3,46
7500571,"Bedford-Stuyvesant",3,102
20057450,"Sunset Park",3,80
20057851,"Murray Hill",3,199
20058138,"Hell's Kitchen",3,280
20066576,"Lower East Side",3,140
8131285,"East Village",3,129
5478741,"Midtown",3,524
28864263,"Midtown",3,380
12705303,"Upper East Side",3,170
15397048,"Bedford-Stuyvesant",3,100
24559347,"Washington Heights",3,45
20071750,"Bushwick",3,154
8595394,"Clinton Hill",3,55
34978082,"East New York",3,225
20073959,"Crown Heights",3,99
812671,"Park Slope",3,190
405408,"SoHo",3,225
20075554,"Crown Heights",3,199
35315486,"Chelsea",3,305
12713090,"West Village",3,250
24933530,"East Flatbush",3,91
15411988,"Hell's Kitchen",3,110
15419574,"Long Island City",3,95
15420038,"Williamsburg",3,95
20085472,"Bushwick",3,34
28857304,"Greenpoint",3,150
12713289,"Sunset Park",3,80
5491149,"Upper East Side",3,169
20089471,"Chinatown",3,58
35315680,"Chelsea",3,195
30067209,"Rego Park",3,60
8126777,"Williamsburg",3,90
30712682,"Bushwick",3,130
20091873,"Gramercy",3,125
20092176,"Forest Hills",3,50
406992,"Williamsburg",3,145
24935048,"Chelsea",3,795
5500197,"Williamsburg",3,145
26571135,"Inwood",3,35
20096504,"Harlem",3,100
4261951,"Hell's Kitchen",3,225
12720048,"Bedford-Stuyvesant",3,47
20111383,"Astoria",3,60
30066865,"Cypress Hills",3,150
34527987,"Bedford-Stuyvesant",3,100
15423962,"Sheepshead Bay",3,39
20118387,"Bushwick",3,150
3440741,"Washington Heights",3,175
20119649,"Crown Heights",3,129
8126282,"West Village",3,205
20120739,"Washington Heights",3,98
20120848,"Gramercy",3,99
20120907,"Astoria",3,120
30065947,"Greenpoint",3,85
15431463,"Brooklyn Heights",3,100
34978738,"Ozone Park",3,60
35315974,"Long Island City",3,150
34757500,"Midtown",3,500
12730083,"Richmond Hill",3,250
15436666,"Chinatown",3,200
20130471,"Bedford-Stuyvesant",3,60
28841259,"Williamsburg",3,70
15436800,"Corona",3,37
26946697,"Williamsburg",3,60
20134453,"East Village",3,120
31118586,"East Village",3,169
20135026,"Upper West Side",3,72
20135169,"Washington Heights",3,120
20135361,"Downtown Brooklyn",3,275
12730600,"Williamsburg",3,50
25694039,"Financial District",3,200
26946208,"Chinatown",3,75
24560351,"Clinton Hill",3,162
28840175,"Chelsea",3,288
20137618,"East Village",3,99
4263624,"Crown Heights",3,106
35880719,"Lower East Side",3,495
3442152,"Gowanus",3,190
28838673,"Bedford-Stuyvesant",3,275
5509771,"Park Slope",3,184
12733742,"Harlem",3,45
34626069,"Long Island City",3,150
15447048,"Bay Ridge",3,95
12734936,"Bedford-Stuyvesant",3,100
3445138,"Park Slope",3,495
20148331,"Bay Terrace, Staten Island",3,150
34980912,"Bushwick",3,80
5511036,"Crown Heights",3,99
9152795,"Williamsburg",3,120
30062776,"Flushing",3,90
12736761,"Harlem",3,259
4268286,"East Harlem",3,100
25716221,"Chelsea",3,225
30710954,"Gowanus",3,100
15452971,"Flushing",3,122
20153703,"Harlem",3,60
12737660,"Williamsburg",3,70
20155838,"Sunnyside",3,60
30062478,"Chelsea",3,170
8118112,"Bedford-Stuyvesant",3,125
5522518,"West Village",3,145
407469,"Bushwick",3,75
5523413,"Kensington",3,52
4270683,"Astoria",3,110
30710462,"Bushwick",3,93
12738346,"Astoria",3,190
1717149,"West Village",3,440
35881347,"Concourse Village",3,53
28832811,"Chelsea",3,90
20166475,"Astoria",3,49
15460904,"Upper West Side",3,80
20167264,"Harlem",3,65
5525206,"Upper West Side",3,180
20167736,"Midtown",3,199
15461512,"Kingsbridge",3,60
1717058,"Nolita",3,185
20170372,"Ridgewood",3,78
815465,"Harlem",3,135
20171018,"Williamsburg",3,55
20171179,"Harlem",3,63
30710264,"Upper West Side",3,100
12740726,"Williamsburg",3,225
15464934,"Sunset Park",3,138
1308308,"Hell's Kitchen",3,399
34981344,"Lower East Side",3,100
4271119,"Upper West Side",3,112
20173894,"Carroll Gardens",3,120
7024778,"Clinton Hill",3,150
25719557,"Maspeth",3,149
15469541,"Bedford-Stuyvesant",3,130
12747935,"Bedford-Stuyvesant",3,37
5533000,"Bushwick",3,250
30062344,"Greenpoint",3,150
20175580,"Hell's Kitchen",3,174
560078,"East Village",3,295
20176000,"Williamsbridge",3,45
28816970,"East Village",3,150
27137607,"Boerum Hill",3,130
28815052,"West Village",3,225
28813184,"East Village",3,125
5534962,"SoHo",3,150
20183579,"Jamaica",3,63
12749145,"Williamsburg",3,239
34770571,"Crown Heights",3,60
20184035,"Harlem",3,130
20184562,"East Village",3,154
12751037,"Gramercy",3,90
20185442,"Bay Ridge",3,225
20186021,"Bushwick",3,60
4274595,"East Harlem",3,200
30062210,"Bedford-Stuyvesant",3,28
8901538,"Longwood",3,60
15480133,"Williamsburg",3,250
4276532,"Harlem",3,1000
63719,"Bedford-Stuyvesant",3,70
30060926,"St. Albans",3,250
4276618,"Chelsea",3,120
15482082,"Long Island City",3,78
12753434,"Hell's Kitchen",3,175
15482966,"Sunnyside",3,72
15483201,"Sunnyside",3,108
15483662,"Sunnyside",3,108
20191216,"Upper East Side",3,105
20191974,"Williamsburg",3,200
1310672,"Bushwick",3,75
24285044,"Upper West Side",3,95
1948494,"East Flatbush",3,97
30708308,"Harlem",3,65
294239,"Astoria",3,192
20194454,"Midtown",3,359
5545560,"Upper West Side",3,250
9289159,"Harlem",3,465
12760088,"Harlem",3,50
20194954,"Bedford-Stuyvesant",3,170
28807852,"SoHo",3,100
15493096,"Prospect Heights",3,149
24939648,"Flushing",3,50
1713409,"Bushwick",3,110
11162475,"Upper West Side",3,125
5547081,"Bedford-Stuyvesant",3,298
15494796,"West Village",3,250
20204527,"Sunnyside",3,70
20204751,"SoHo",3,899
12763385,"Clinton Hill",3,99
20205958,"Midtown",3,399
15495356,"Williamsburg",3,80
35891506,"Port Morris",3,100
35893569,"East Village",3,180
4278568,"Lower East Side",3,165
35896695,"Bedford-Stuyvesant",3,45
30707586,"Midwood",3,75
24285110,"Rego Park",3,288
12772942,"Williamsburg",3,90
294242,"Greenpoint",3,199
409293,"East Harlem",3,100
15509545,"Lower East Side",3,250
8594833,"Red Hook",3,352
15510233,"Inwood",3,52
20212707,"Washington Heights",3,68
34995443,"Chelsea",3,499
20213442,"Crown Heights",3,75
3458525,"Harlem",3,115
15511695,"Bushwick",3,74
7131007,"Bedford-Stuyvesant",3,110
20214413,"Bedford-Stuyvesant",3,100
20215712,"West Village",3,300
35899551,"Flatbush",3,135
28786900,"East Flatbush",3,70
28786315,"East Flatbush",3,60
30706259,"East Village",3,285
28785361,"Midtown",3,370
28785091,"East Flatbush",3,100
5558596,"Upper West Side",3,146
35899864,"Williamsburg",3,150
5561355,"Williamsburg",3,110
24066510,"Harlem",3,69
1856803,"East Village",3,225
15520060,"Chelsea",3,200
27137301,"Bedford-Stuyvesant",3,46
12780475,"Astoria",3,125
35900353,"Kips Bay",3,600
20231046,"Bushwick",3,157
4280118,"Bushwick",3,60
34995803,"Chelsea",3,447
15523281,"Midtown",3,135
2899082,"Williamsburg",3,150
34996136,"Chelsea",3,447
34628898,"Glendale",3,299
20234416,"Williamsburg",3,217
35328951,"Lower East Side",3,185
28780407,"Fort Greene",3,145
20235591,"North Riverdale",3,119
35329913,"Bedford-Stuyvesant",3,125
197942,"Bedford-Stuyvesant",3,99
35903155,"East Village",3,450
28779900,"East Flatbush",3,46
35330887,"Midtown",3,220
46911,"Prospect Heights",3,120
12794520,"Washington Heights",3,35
12794791,"Washington Heights",3,51
15535864,"Bedford-Stuyvesant",3,75
5567278,"West Village",3,220
35904454,"East Village",3,225
30046573,"Chelsea",3,250
20250864,"Chelsea",3,40
12795290,"East Village",3,84
20253237,"Harlem",3,150
30046359,"DUMBO",3,219
30703449,"Crown Heights",3,180
12796602,"Bushwick",3,70
15545469,"Greenpoint",3,199
20257357,"Columbia St",3,149
11168007,"Greenpoint",3,110
28775021,"Bushwick",3,150
8101848,"Fort Greene",3,125
20263109,"Financial District",3,200
20263650,"Upper West Side",3,120
20264224,"Crown Heights",3,50
15548301,"Bedford-Stuyvesant",3,120
20265742,"Bedford-Stuyvesant",3,250
20267865,"Sunnyside",3,45
28763093,"Theater District",3,175
15549056,"East Harlem",3,200
