"id","neighbourhood","price","availability_365","reviews_per_month","annual_revenue_potential"
1691798,"Chinatown",249,365,"0.09",90885
857810,"Williamsburg",249,365,"0.4",90885
30394446,"Chelsea",267,340,NULL,90780
27127045,"Fresh Meadows",250,363,"0.09",90750
10297427,"East Harlem",250,363,NULL,90750
9919728,"Middle Village",250,363,"0.13",90750
30393322,"Financial District",316,287,NULL,90692
27803759,"Midtown",279,325,NULL,90675
8934119,"Chelsea",269,337,NULL,90653
14959161,"Upper East Side",249,364,NULL,90636
27459543,"Upper West Side",264,343,"0.25",90552
34306801,"East Village",271,334,NULL,90514
30389336,"East Village",281,322,NULL,90482
30392649,"Kips Bay",290,312,NULL,90480
31929350,"Upper West Side",275,329,NULL,90475
27552868,"Jamaica Estates",275,329,NULL,90475
35408369,"Bedford-Stuyvesant",400,226,NULL,90400
28243109,"SoHo",249,363,"0.12",90387
16865916,"Upper East Side",249,363,"0.27",90387
1884398,"West Village",249,363,NULL,90387
526923,"Flatiron District",265,341,"0.32",90365
34517660,"Midtown",250,361,NULL,90250
688652,"Clinton Hill",249,362,"0.23",90138
1183628,"Chelsea",248,363,"0.12",90024
35711784,"Hell's Kitchen",250,360,NULL,90000
19157123,"Midtown",1000,90,"0.12",90000
35709724,"Midtown",250,360,NULL,90000
36177241,"City Island",1000,90,NULL,90000
30935679,"Harlem",1000,90,NULL,90000
29631765,"Williamsburg",500,180,"0.14",90000
19928987,"Upper East Side",246,365,"0.42",89790
30229988,"Midtown",246,365,"0.16",89790
31405999,"Financial District",271,331,NULL,89701
34309557,"East Village",298,301,NULL,89698
9022913,"Bedford-Stuyvesant",249,360,"0.45",89640
36309944,"Upper East Side",269,333,NULL,89577
9631464,"Upper West Side",288,311,NULL,89568
13418942,"Harlem",250,358,"0.05",89500
4916323,"Upper East Side",250,358,"0.21",89500
28242697,"Hell's Kitchen",500,179,"0.13",89500
14577253,"Chelsea",250,358,"0.13",89500
8117729,"East Village",250,358,"0.04",89500
13306081,"Canarsie",500,179,"0.03",89500
14530298,"Upper West Side",250,358,NULL,89500
23627589,"Chelsea",500,179,"0.12",89500
1670517,"Gramercy",250,358,"0.07",89500
13188839,"Murray Hill",245,365,NULL,89425
30010380,"Hell's Kitchen",275,325,NULL,89375
21798471,"Tribeca",499,179,NULL,89321
33070416,"Midtown",260,343,"0.46",89180
11198278,"Greenwich Village",245,364,NULL,89180
34968639,"East Village",300,297,NULL,89100
12496037,"Upper West Side",650,137,"0.09",89050
36279837,"Williamsburg",280,318,NULL,89040
7950368,"Williamsburg",500,178,"0.19",89000
144087,"Harlem",259,343,"0.17",88837
13540817,"Midtown",260,341,"0.07",88660
11458818,"Theater District",285,311,"0.19",88635
13891302,"Hell's Kitchen",479,185,"0.24",88615
9809784,"Prospect Heights",995,89,"0.02",88555
28531920,"Hell's Kitchen",471,188,"0.42",88548
3832863,"West Village",265,334,"0.36",88510
36027436,"Hell's Kitchen",269,329,NULL,88501
35681619,"Williamsburg",295,300,NULL,88500
35965362,"Astoria",250,354,NULL,88500
20914711,"Clinton Hill",250,354,"0.28",88500
17510141,"Theater District",243,364,NULL,88452
24594717,"Kips Bay",271,326,NULL,88346
20770222,"St. Albans",246,359,"0.15",88314
12657888,"Upper West Side",980,90,"0.03",88200
18223667,"Upper East Side",490,180,"0.04",88200
21378988,"Murray Hill",300,294,NULL,88200
19310554,"Bushwick",399,221,"0.28",88179
13880183,"Tribeca",1000,88,NULL,88000
24542531,"Chelsea",255,345,NULL,87975
17382091,"Briarwood",249,353,"0.29",87897
24535857,"Chelsea",265,331,NULL,87715
30568383,"Williamsburg",400,219,"0.14",87600
34091327,"Hell's Kitchen",240,365,NULL,87600
34306772,"East Village",271,323,NULL,87533
33741545,"Astoria",700,125,"0.47",87500
35992337,"Bedford-Stuyvesant",250,350,NULL,87500
24441860,"East Village",245,357,"0.12",87465
30502752,"Midtown",265,330,NULL,87450
9790748,"Upper East Side",260,336,"0.3",87360
33184032,"Kips Bay",263,332,NULL,87316
3339399,"West Village",300,291,"0.24",87300
11866751,"Hell's Kitchen",239,365,"0.07",87235
12951215,"Hell's Kitchen",239,365,"0.1",87235
13093642,"Hell's Kitchen",239,365,NULL,87235
13432015,"Hell's Kitchen",239,365,NULL,87235
13431793,"Hell's Kitchen",239,365,"0.03",87235
13431257,"Hell's Kitchen",239,365,NULL,87235
13430794,"Hell's Kitchen",239,365,"0.07",87235
13430483,"Hell's Kitchen",239,365,"0.04",87235
13430012,"Hell's Kitchen",239,365,"0.04",87235
13427591,"Hell's Kitchen",239,365,NULL,87235
13426171,"Hell's Kitchen",239,365,NULL,87235
14442338,"Hell's Kitchen",239,365,"0.05",87235
13341820,"Hell's Kitchen",239,365,"0.04",87235
9864137,"Boerum Hill",425,205,"0.09",87125
3399909,"Williamsburg",240,363,NULL,87120
28867880,"Morris Heights",240,363,NULL,87120
16856193,"Midtown",325,268,NULL,87100
13092604,"Theater District",256,340,NULL,87040
32398156,"Kips Bay",239,364,NULL,86996
21662801,"Chelsea",239,364,NULL,86996
32398138,"Kips Bay",239,364,NULL,86996
12084100,"Hell's Kitchen",239,364,NULL,86996
34886804,"Harlem",289,301,NULL,86989
35740661,"Hell's Kitchen",399,218,NULL,86982
3442067,"Upper East Side",255,341,"0.02",86955
13079614,"Financial District",238,365,NULL,86870
23089441,"Midtown",325,267,NULL,86775
13331393,"Theater District",239,363,NULL,86757
9860948,"Theater District",239,363,NULL,86757
2400010,"Clinton Hill",239,363,"0.28",86757
9251088,"Theater District",239,363,NULL,86757
9860670,"Theater District",239,363,NULL,86757
9860190,"Theater District",239,363,NULL,86757
9861196,"Theater District",239,363,"0.07",86757
34894405,"Upper West Side",250,347,NULL,86750
28607874,"Midtown",237,365,NULL,86505
22193650,"Gramercy",500,173,"0.27",86500
4209106,"Fort Greene",500,173,"0.2",86500
18745487,"Upper West Side",500,173,NULL,86500
9935095,"Sheepshead Bay",500,173,NULL,86500
30702384,"East Harlem",500,173,NULL,86500
31929578,"Upper West Side",300,288,NULL,86400
27659,"South Slope",400,216,"0.24",86400
7265118,"Washington Heights",250,345,"0.24",86250
23039363,"Upper East Side",250,345,NULL,86250
35005877,"Chelsea",277,311,NULL,86147
8460304,"Midtown",285,302,"0.18",86070
25997752,"Greenpoint",379,227,NULL,86033
28329243,"Battery Park City",263,327,"0.12",86001
35286246,"Upper East Side",250,344,NULL,86000
32399523,"Financial District",306,281,NULL,85986
27279982,"Hell's Kitchen",236,364,NULL,85904
30387648,"Tribeca",291,295,NULL,85845
30394155,"Chelsea",248,346,NULL,85808
20758861,"East Village",260,330,NULL,85800
3278436,"Upper West Side",330,260,"0.18",85800
13426681,"Hell's Kitchen",235,365,"0.04",85775
33728093,"Theater District",271,316,NULL,85636
30648855,"Upper East Side",293,292,NULL,85556
36309947,"Upper East Side",269,318,NULL,85542
30584138,"Bushwick",250,342,NULL,85500
32414346,"Hell's Kitchen",250,342,NULL,85500
30552680,"SoHo",950,90,"0.37",85500
24131620,"Financial District",265,322,"0.35",85330
13432348,"Hell's Kitchen",239,357,"0.06",85323
30378751,"Astoria",250,341,"0.32",85250
3493833,"Williamsburg",318,268,"0.32",85224
27274799,"Midtown",234,364,NULL,85176
32234674,"Tribeca",282,302,NULL,85164
34138100,"Financial District",262,325,NULL,85150
20523979,"Midtown",233,365,NULL,85045
30393171,"Financial District",233,365,NULL,85045
30394541,"Chelsea",298,285,NULL,84930
3801407,"St. Albans",239,355,"0.45",84845
30387820,"Chelsea",303,280,"0.19",84840
3970345,"East Village",233,364,"0.33",84812
7048398,"Upper West Side",245,346,"0.35",84770
30393638,"Theater District",278,304,NULL,84512
2296024,"Riverdale",250,338,"0.04",84500
23579457,"Chelsea",250,338,"0.19",84500
18573121,"Midtown",232,364,"0.1",84448
35604874,"Murray Hill",400,211,NULL,84400
11981021,"Murray Hill",250,337,"0.17",84250
24136587,"Williamsburg",244,345,NULL,84180
32681559,"Upper West Side",325,259,NULL,84175
30392569,"Chelsea",255,330,"0.19",84150
12082624,"Midtown",239,352,NULL,84128
9880673,"Hell's Kitchen",239,352,NULL,84128
12085008,"Midtown",239,352,NULL,84128
12085680,"Hell's Kitchen",239,352,"0.06",84128
12086180,"Midtown",239,352,NULL,84128
12089237,"Hell's Kitchen",239,352,NULL,84128
12003048,"Hell's Kitchen",239,352,NULL,84128
12109347,"Midtown",239,352,NULL,84128
12002548,"Midtown",239,352,NULL,84128
12001854,"Midtown",239,352,"0.05",84128
12001638,"Midtown",239,352,NULL,84128
12001322,"Midtown",239,352,NULL,84128
9880049,"Midtown",239,352,NULL,84128
9880827,"Midtown",239,352,NULL,84128
22370388,"Financial District",271,310,"0.09",84010
26186945,"Bedford-Stuyvesant",300,280,"0.39",84000
4520941,"Inwood",250,336,"0.35",84000
27391028,"East Village",253,332,NULL,83996
10233563,"Midtown",230,365,NULL,83950
12083868,"Midtown",239,351,NULL,83889
9880495,"Midtown",239,351,NULL,83889
57740,"East Village",239,351,"0.07",83889
9855028,"Midtown",239,351,NULL,83889
12089013,"Midtown",239,351,"0.23",83889
12002288,"Midtown",239,351,NULL,83889
12000676,"Midtown",239,351,NULL,83889
30033284,"Financial District",248,338,NULL,83824
26984028,"Chelsea",245,342,NULL,83790
22294283,"Upper East Side",245,342,"0.29",83790
30393099,"Tribeca",305,274,"0.26",83570
29916697,"Midtown",314,266,NULL,83524
19907609,"Upper West Side",320,261,"0.38",83520
27417822,"Upper West Side",250,334,NULL,83500
11199622,"East Village",230,363,NULL,83490
9250196,"Theater District",230,363,NULL,83490
9464318,"Carroll Gardens",525,159,"0.28",83475
4083049,"Bedford-Stuyvesant",299,279,"0.15",83421
1588221,"Chinatown",300,278,"0.45",83400
30393018,"Tribeca",269,310,NULL,83390
15784377,"Chelsea",229,364,"0.12",83356
20645320,"Upper West Side",229,364,NULL,83356
10158141,"NoHo",499,167,NULL,83333
19710391,"Bedford-Stuyvesant",250,333,"0.13",83250
11673282,"Upper East Side",250,333,"0.04",83250
258838,"Arrochar",250,333,"0.26",83250
1906993,"Lower East Side",228,365,"0.22",83220
12006201,"Midtown",239,348,NULL,83172
20445845,"Williamsburg",255,326,"0.41",83130
35740429,"Murray Hill",399,208,NULL,82992
29456271,"Financial District",525,158,"0.36",82950
35735657,"Midtown",290,286,NULL,82940
18159239,"Hell's Kitchen",229,362,"0.08",82898
33708600,"Theater District",227,365,NULL,82855
14713835,"Inwood",227,365,NULL,82855
30392874,"Theater District",316,262,NULL,82792
34543734,"Upper West Side",275,301,NULL,82775
10651757,"Hell's Kitchen",250,331,"0.13",82750
32681549,"Upper West Side",305,271,NULL,82655
14497942,"Upper West Side",330,250,"0.05",82500
35768873,"Bedford-Stuyvesant",300,275,NULL,82500
20942199,"Financial District",235,351,NULL,82485
33488044,"East Village",260,317,NULL,82420
20600247,"Midtown",252,327,"0.16",82404
14467580,"Midtown",252,327,"0.49",82404
47926,"Hell's Kitchen",275,299,"0.38",82225
4498688,"Bedford-Stuyvesant",227,362,"0.31",82174
127387,"Gowanus",260,316,"0.03",82160
31447999,"Midtown",225,365,NULL,82125
5697517,"West Village",225,365,"0.34",82125
20686099,"Upper East Side",225,365,NULL,82125
34147683,"Flatiron District",225,365,NULL,82125
1322432,"Bedford-Stuyvesant",225,365,"0.07",82125
6574537,"Long Island City",225,365,NULL,82125
12833187,"Upper East Side",225,365,"0.05",82125
30649588,"Upper East Side",293,280,NULL,82040
36391615,"Lower East Side",235,349,NULL,82015
14091281,"West Village",250,328,"0.09",82000
35672777,"Lower East Side",297,276,NULL,81972
30393527,"East Village",329,249,NULL,81921
28368404,"Jamaica",225,364,"0.11",81900
22657560,"Financial District",225,364,"0.07",81900
18748038,"Midtown",225,364,NULL,81900
14661771,"Upper East Side",225,364,"0.47",81900
13215733,"Kips Bay",225,364,NULL,81900
27919104,"Harlem",225,364,NULL,81900
25721731,"Murray Hill",225,364,NULL,81900
13767337,"Sheepshead Bay",225,364,"0.08",81900
29230390,"NoHo",225,364,NULL,81900
11750766,"Midtown",245,334,NULL,81830
1077179,"Gramercy",250,327,"0.39",81750
30388528,"Tribeca",246,332,NULL,81672
15299748,"Midtown",252,324,"0.09",81648
188146,"Williamsburg",350,233,"0.02",81550
21140951,"Upper West Side",290,281,"0.22",81490
9944426,"Battery Park City",225,362,"0.02",81450
35005563,"Midtown",230,354,NULL,81420
22780158,"Park Slope",2626,31,NULL,81406
11741555,"West Village",625,130,"0.47",81250
30736279,"Financial District",232,350,NULL,81200
9146175,"Midtown",245,331,"0.03",81095
1320550,"Upper East Side",235,345,"0.2",81075
20202650,"Murray Hill",222,365,"0.09",81030
35425638,"Upper East Side",249,325,NULL,80925
11213418,"Little Italy",255,317,NULL,80835
21098555,"Murray Hill",222,364,NULL,80808
21205810,"Murray Hill",222,364,"0.21",80808
21073975,"Murray Hill",222,364,"0.15",80808
3519172,"Fort Greene",250,323,"0.39",80750
32347796,"Chelsea",285,283,NULL,80655
36282795,"Bedford-Stuyvesant",450,179,NULL,80550
17943774,"Long Island City",225,358,"0.22",80550
18404373,"Sunset Park",450,179,"0.27",80550
25054951,"Upper West Side",225,358,NULL,80550
36275809,"Upper East Side",230,350,NULL,80500
34934431,"Hell's Kitchen",250,322,NULL,80500
7673007,"Greenpoint",250,322,"0.16",80500
13108573,"Chelsea",230,350,"0.03",80500
34147828,"Financial District",228,353,"0.46",80484
34470953,"West Village",299,269,NULL,80431
6638042,"Richmond Hill",290,277,"0.28",80330
16255284,"West Village",220,365,"0.08",80300
20756864,"Midtown",220,365,NULL,80300
1683227,"Morningside Heights",220,365,NULL,80300
13004967,"Harlem",220,365,"0.09",80300
10477767,"Columbia St",275,292,"0.46",80300
13562635,"Hell's Kitchen",220,365,NULL,80300
17030043,"Bedford-Stuyvesant",900,89,"0.03",80100
27389930,"Upper West Side",220,364,NULL,80080
1360781,"West Village",220,364,"0.03",80080
13004961,"Harlem",220,364,"0.08",80080
24826789,"Chelsea",239,335,NULL,80065
27389714,"Upper West Side",230,348,NULL,80040
30393689,"East Village",302,265,NULL,80030
16634357,"Upper East Side",899,89,"0.23",80011
13522873,"Hell's Kitchen",219,365,NULL,79935
34207902,"Chelsea",219,365,NULL,79935
2595,"Midtown",225,355,"0.38",79875
30421561,"Upper East Side",245,326,"0.17",79870
9758378,"Prospect Heights",250,319,"0.34",79750
14796894,"Chelsea",250,319,"0.03",79750
30552071,"Midtown",550,145,NULL,79750
27385411,"Midtown",320,249,NULL,79680
19908261,"Chinatown",320,249,"0.1",79680
32126629,"Midtown",295,270,NULL,79650
28104307,"Midtown",239,333,NULL,79587
30392677,"Theater District",317,251,NULL,79567
1974700,"Harlem",250,318,"0.3",79500
35934279,"Williamsburg",250,318,NULL,79500
995367,"Greenwich Village",334,238,"0.24",79492
35675859,"Washington Heights",235,338,NULL,79430
30392909,"Murray Hill",252,315,NULL,79380
33621851,"Lower East Side",219,362,NULL,79278
13436088,"Midtown",219,362,"0.3",79278
18094311,"Murray Hill",219,362,"0.07",79278
836578,"Chelsea",240,330,"0.37",79200
14218742,"Sheepshead Bay",224,353,"0.08",79072
35646056,"East Village",295,268,NULL,79060
19735722,"Washington Heights",1000,79,"0.06",79000
16996954,"Upper East Side",225,351,"0.48",78975
9513743,"Upper West Side",300,263,"0.12",78900
10801094,"Fort Greene",225,350,"0.26",78750
20701904,"Gramercy",216,364,NULL,78624
35671998,"Jamaica Estates",219,359,NULL,78621
35908075,"Astoria",500,157,NULL,78500
1997487,"Hell's Kitchen",250,314,"0.32",78500
30483899,"East Harlem",215,365,NULL,78475
29150883,"Upper West Side",215,365,NULL,78475
13125150,"West Village",215,365,NULL,78475
27803315,"Midtown",239,328,NULL,78392
30387132,"Tribeca",276,284,NULL,78384
30686886,"Midtown",345,227,NULL,78315
35167707,"Long Island City",290,270,NULL,78300
1755484,"Upper East Side",225,348,"0.17",78300
11484596,"Hell's Kitchen",225,348,NULL,78300
17236462,"Upper East Side",235,333,"0.39",78255
13016411,"Financial District",259,302,NULL,78218
27784595,"Midtown",239,327,NULL,78153
18206686,"East Village",225,347,NULL,78075
34866786,"Upper West Side",250,312,NULL,78000
14988134,"Gramercy",250,312,"0.15",78000
26812320,"Chelsea",250,312,NULL,78000
27785049,"Midtown",239,326,NULL,77914
10545027,"Clinton Hill",220,354,"0.31",77880
25145947,"Upper East Side",450,173,NULL,77850
20811696,"Upper East Side",225,346,NULL,77850
4424391,"Upper East Side",250,311,"0.07",77750
463107,"Crown Heights",250,311,"0.22",77750
35000008,"Murray Hill",250,311,NULL,77750
15034150,"Midtown",250,311,NULL,77750
26450833,"Chelsea",250,311,NULL,77750
20575645,"Whitestone",250,311,"0.27",77750
30389559,"Tribeca",358,217,NULL,77686
2253500,"Tribeca",250,310,"0.06",77500
23195752,"Upper West Side",250,310,"0.19",77500
35005963,"Theater District",217,357,NULL,77469
26200249,"Richmond Hill",215,360,"0.16",77400
22214859,"Midtown",225,344,NULL,77400
32681565,"Upper West Side",275,281,NULL,77275
22231784,"Midtown",225,343,NULL,77175
2694916,"Hell's Kitchen",225,343,NULL,77175
22215258,"Midtown",225,343,"0.09",77175
22215122,"Midtown",225,343,NULL,77175
31466893,"Midtown",225,343,NULL,77175
31470251,"Midtown",225,343,NULL,77175
34834531,"Midtown",225,343,NULL,77175
31447607,"Hell's Kitchen",225,343,NULL,77175
22262419,"Midtown",225,343,NULL,77175
34999766,"Murray Hill",225,343,NULL,77175
785166,"Lower East Side",220,350,"0.01",77000
32681564,"Upper West Side",280,275,NULL,77000
1013648,"Park Slope",225,342,"0.11",76950
311003,"Crown Heights",225,342,"0.01",76950
30387553,"Kips Bay",287,268,NULL,76916
34306257,"Hell's Kitchen",265,290,NULL,76850
22477305,"Upper East Side",235,327,"0.4",76845
33094281,"Midtown",382,201,NULL,76782
29923654,"Midtown",505,152,NULL,76760
14213699,"Hell's Kitchen",215,357,"0.05",76755
13510347,"Upper East Side",225,341,"0.03",76725
36182794,"Hell's Kitchen",229,335,NULL,76715
10268663,"Upper East Side",360,213,"0.11",76680
24799807,"Murray Hill",210,365,"0.08",76650
16741935,"Financial District",210,365,"0.11",76650
9415568,"Inwood",210,365,NULL,76650
23763165,"Financial District",210,365,NULL,76650
30446240,"NoHo",350,219,NULL,76650
30387600,"Midtown",238,322,"0.16",76636
22225158,"Midtown",225,340,NULL,76500
35713334,"Midtown",250,306,NULL,76500
30925552,"Midtown",425,180,"0.16",76500
35287089,"Upper East Side",225,340,NULL,76500
30193131,"Midtown",956,80,"0.29",76480
31435734,"Upper East Side",307,249,NULL,76443
32484875,"Upper East Side",210,364,NULL,76440
26947508,"Chelsea",210,364,NULL,76440
27217390,"Upper East Side",210,364,NULL,76440
27217551,"Kips Bay",210,364,NULL,76440
24618542,"Chinatown",400,191,"0.2",76400
30394622,"Chelsea",362,211,NULL,76382
9024661,"Midtown",230,332,NULL,76360
1113125,"Nolita",209,365,"0.46",76285
34323565,"Chelsea",209,365,NULL,76285
34138042,"Financial District",229,333,NULL,76257
27833243,"Financial District",245,311,"0.26",76195
35463471,"West Village",209,364,NULL,76076
16289292,"East Village",425,179,NULL,76075
5033691,"Upper West Side",250,304,"0.25",76000
30394340,"Tribeca",245,310,NULL,75950
33636449,"Theater District",219,346,NULL,75774
33072686,"Hell's Kitchen",250,303,NULL,75750
4154009,"Upper West Side",250,303,"0.1",75750
26935628,"St. Albans",208,364,NULL,75712
30393609,"Financial District",224,338,NULL,75712
34136999,"Tribeca",267,283,NULL,75561
25452588,"Murray Hill",207,365,"0.08",75555
24537721,"Chelsea",255,296,NULL,75480
35795817,"Midtown",220,343,NULL,75460
30339947,"Flatiron District",210,359,"0.28",75390
35179345,"Financial District",227,332,NULL,75364
4614838,"Hell's Kitchen",272,277,"0.13",75344
12869567,"Chelsea",219,344,"0.24",75336
30639972,"Midtown",220,342,NULL,75240
29336271,"Midtown",425,177,"0.36",75225
6852315,"Greenwich Village",245,307,"0.38",75215
11512962,"Midtown",400,188,"0.06",75200
10098921,"Bedford-Stuyvesant",206,365,"0.05",75190
36382093,"Chelsea",450,167,NULL,75150
13077988,"Midtown",219,343,NULL,75117
30393555,"Upper West Side",481,156,NULL,75036
6863691,"Gowanus",250,300,"0.36",75000
13202401,"Midtown",219,342,NULL,74898
36453952,"West Village",205,365,NULL,74825
15767882,"Chelsea",205,365,"0.05",74825
30109089,"Financial District",209,358,"0.16",74822
15928889,"Bushwick",900,83,"0.09",74700
34997828,"Murray Hill",300,249,NULL,74700
25997748,"Greenpoint",349,214,NULL,74686
31038347,"Midtown",227,329,NULL,74683
4549557,"Harlem",205,364,"0.05",74620
11557387,"Midtown",205,364,NULL,74620
35936791,"Upper East Side",230,324,NULL,74520
27782635,"Financial District",245,304,NULL,74480
13093381,"Chelsea",219,340,"0.04",74460
34315235,"Midtown",217,343,NULL,74431
23036845,"Upper East Side",300,248,"0.16",74400
24445770,"Greenpoint",210,354,"0.13",74340
15268792,"West Village",450,165,"0.38",74250
26642831,"Upper West Side",225,330,"0.42",74250
8444115,"Lower East Side",250,297,"0.17",74250
30315087,"Hell's Kitchen",399,186,NULL,74214
32678727,"Theater District",249,298,NULL,74202
3468914,"Upper West Side",264,281,"0.1",74184
25183760,"Financial District",222,334,NULL,74148
35676573,"Williamsburg",226,328,NULL,74128
8078896,"Theater District",203,365,NULL,74095
30388718,"Financial District",259,286,NULL,74074
33612527,"Theater District",212,349,NULL,73988
24539732,"Financial District",222,333,NULL,73926
30641771,"Midtown",220,336,NULL,73920
28608084,"Midtown",254,291,NULL,73914
14738709,"Hell's Kitchen",399,185,"0.1",73815
31676259,"Midtown",225,328,NULL,73800
25048962,"SoHo",450,164,NULL,73800
14724015,"Upper West Side",295,250,"0.06",73750
23714684,"Financial District",215,343,NULL,73745
35005829,"Murray Hill",202,365,NULL,73730
32466179,"Murray Hill",202,365,NULL,73730
13780748,"Downtown Brooklyn",202,365,"0.04",73730
30388429,"Upper West Side",263,280,NULL,73640
34222262,"Theater District",215,342,NULL,73530
12274916,"Upper East Side",250,294,"0.22",73500
20809807,"Upper East Side",220,334,NULL,73480
23038073,"Upper East Side",225,326,NULL,73350
18587083,"Williamsburg",215,341,"0.15",73315
34323638,"Theater District",220,333,NULL,73260
16405632,"Chelsea",205,357,NULL,73185
13108345,"Chelsea",205,357,NULL,73185
30388750,"Midtown",267,274,NULL,73158
35384851,"Astoria",289,253,NULL,73117
23764791,"Financial District",227,322,NULL,73094
458377,"Williamsburg",229,319,"0.15",73051
30637957,"Midtown",220,332,NULL,73040
34834869,"Midtown",220,332,NULL,73040
30696675,"East Flatbush",200,365,NULL,73000
19236716,"West Brighton",200,365,NULL,73000
30324273,"East Flatbush",200,365,NULL,73000
22656618,"Upper West Side",200,365,NULL,73000
35742909,"Greenpoint",200,365,NULL,73000
34213482,"Murray Hill",200,365,NULL,73000
14654676,"Mariners Harbor",200,365,NULL,73000
36374510,"East New York",200,365,NULL,73000
35803740,"Upper East Side",200,365,NULL,73000
6384383,"East Village",200,365,"0.16",73000
34353572,"DUMBO",200,365,NULL,73000
26142708,"Concourse",200,365,NULL,73000
54466,"Harlem",200,365,NULL,73000
34834383,"Midtown",200,365,NULL,73000
10924304,"Harlem",200,365,"0.38",73000
26357145,"Murray Hill",200,365,NULL,73000
3220725,"Lower East Side",200,365,NULL,73000
13558387,"Upper East Side",200,365,NULL,73000
23754446,"Midtown",200,365,NULL,73000
35607568,"Murray Hill",200,365,NULL,73000
35607369,"Murray Hill",200,365,NULL,73000
26422007,"Upper West Side",200,365,"0.14",73000
773497,"Bedford-Stuyvesant",200,365,NULL,73000
18340320,"Harlem",200,365,"0.15",73000
35892874,"Harlem",200,365,NULL,73000
32917116,"Williamsburg",200,365,NULL,73000
30769303,"Kew Gardens",200,365,NULL,73000
28688612,"Upper West Side",200,365,NULL,73000
12063562,"Theater District",200,365,"0.1",73000
14231719,"Upper East Side",200,365,NULL,73000
24746319,"Maspeth",200,365,NULL,73000
21354322,"Flushing",200,365,"0.41",73000
29524623,"Bushwick",200,365,NULL,73000
33417913,"Financial District",250,292,NULL,73000
1898110,"Gowanus",200,365,NULL,73000
16487077,"Midtown",200,365,NULL,73000
2102651,"Upper West Side",200,365,"0.02",73000
545261,"Clinton Hill",200,365,"0.02",73000
525388,"Greenpoint",200,365,"0.24",73000
27783928,"Midtown",239,305,NULL,72895
550777,"Upper West Side",210,347,"0.3",72870
15230053,"Hell's Kitchen",499,146,NULL,72854
27216202,"Upper East Side",200,364,NULL,72800
13389177,"Murray Hill",200,364,NULL,72800
22651464,"Upper East Side",200,364,NULL,72800
13741194,"Williamsburg",200,364,"0.15",72800
23754635,"Upper West Side",200,364,NULL,72800
10733505,"Hell's Kitchen",200,364,"0.03",72800
21483857,"Upper East Side",200,364,"0.07",72800
2120619,"Upper West Side",200,364,"0.06",72800
30339161,"Williamsburg",200,364,NULL,72800
15003930,"Upper East Side",200,364,"0.17",72800
3979613,"Jackson Heights",200,364,NULL,72800
14422308,"Williamsburg",200,364,"0.4",72800
27251398,"Midtown",200,364,NULL,72800
25937108,"Murray Hill",200,364,NULL,72800
31533898,"Harlem",750,97,NULL,72750
34323697,"Theater District",215,338,NULL,72670
3468942,"Upper West Side",199,365,"0.19",72635
548184,"Greenpoint",199,365,NULL,72635
2126576,"Greenpoint",199,365,"0.07",72635
35084260,"Hell's Kitchen",199,365,NULL,72635
3137426,"Gramercy",199,365,NULL,72635
34206858,"Chelsea",199,365,NULL,72635
34206709,"Chelsea",199,365,NULL,72635
34206654,"Chelsea",199,365,NULL,72635
8217454,"Clinton Hill",199,365,"0.45",72635
8320129,"Upper East Side",199,365,"0.11",72635
8341919,"Long Island City",199,365,NULL,72635
31980005,"Nolita",199,365,NULL,72635
30817038,"Hell's Kitchen",199,365,"0.15",72635
11881208,"Hell's Kitchen",199,365,NULL,72635
13092482,"Hell's Kitchen",199,365,"0.03",72635
13425518,"Hell's Kitchen",199,365,NULL,72635
13998679,"Sunnyside",199,365,"0.2",72635
14932887,"Hell's Kitchen",199,365,"0.08",72635
17508709,"Hell's Kitchen",199,365,"0.23",72635
29215529,"Kips Bay",199,365,NULL,72635
4905118,"Upper West Side",265,274,"0.26",72610
14708459,"Astoria",200,363,NULL,72600
2329807,"Theater District",200,363,"0.18",72600
19531541,"Canarsie",200,363,"0.31",72600
24779271,"East Village",200,363,"0.07",72600
36099301,"Greenwich Village",200,363,NULL,72600
31990543,"Sheepshead Bay",200,363,NULL,72600
26058634,"Chelsea",350,207,"0.43",72450
35425429,"Theater District",450,161,NULL,72450
35305338,"Kew Gardens Hills",199,364,NULL,72436
33197913,"Upper East Side",199,364,NULL,72436
13171703,"Murray Hill",199,364,"0.06",72436
25864717,"Midtown",200,362,NULL,72400
28181243,"Crown Heights",200,362,"0.24",72400
10585031,"Williamsburg",360,201,"0.18",72360
20676192,"Flushing",198,365,"0.18",72270
18442196,"Gravesend",199,363,NULL,72237
13970217,"Midtown",225,321,"0.22",72225
36060344,"Lower East Side",200,361,NULL,72200
27369200,"Chelsea",232,311,"0.29",72152
18704805,"East Village",235,307,"0.07",72145
11488593,"Midtown",198,364,NULL,72072
15405532,"Kips Bay",198,364,NULL,72072
31307651,"Hell's Kitchen",199,362,"0.36",72038
35228980,"Chelsea",199,362,NULL,72038
34999606,"Murray Hill",210,343,NULL,72030
2107696,"Williamsburg",210,343,"0.1",72030
35005793,"Murray Hill",200,360,NULL,72000
16157387,"Harlem",400,180,"0.1",72000
32721316,"Midtown",450,160,NULL,72000
35912059,"Midtown",499,144,NULL,71856
35084043,"Hell's Kitchen",199,361,NULL,71839
1570204,"East Village",199,361,"0.47",71839
20091705,"Hell's Kitchen",200,359,"0.09",71800
19675166,"Flatiron District",350,205,NULL,71750
