"id","neighbourhood_group","neighbourhood","room_type","price","minimum_nights","number_of_reviews","reviews_per_month","availability_365"
4996877,"Brooklyn","Greenpoint","Entire home/apt",380,4,0,NULL,177
5015281,"Manhattan","Gramercy","Entire home/apt",1000,7,0,NULL,365
5019183,"Brooklyn","Crown Heights","Entire home/apt",125,1,0,NULL,0
5028653,"Manhattan","Financial District","Entire home/apt",290,5,0,NULL,0
5029573,"Brooklyn","Prospect Heights","Private room",60,1,0,NULL,0
5030256,"Brooklyn","Bedford-Stuyvesant","Private room",70,2,0,NULL,0
5031539,"Manhattan","Hell's Kitchen","Entire home/apt",350,1,0,NULL,0
5039939,"Brooklyn","Williamsburg","Private room",60,25,0,NULL,0
5040919,"Brooklyn","Downtown Brooklyn","Private room",200,1,0,NULL,0
5046190,"Manhattan","Upper East Side","Private room",80,1,0,NULL,0
5048535,"Manhattan","Gramercy","Private room",75,5,0,NULL,0
5050369,"Manhattan","East Village","Entire home/apt",250,1,0,NULL,0
5055033,"Brooklyn","Greenpoint","Entire home/apt",90,1,0,NULL,0
5059402,"Brooklyn","Williamsburg","Private room",90,1,0,NULL,0
5065630,"Brooklyn","Bedford-Stuyvesant","Entire home/apt",83,1,0,NULL,0
5066526,"Brooklyn","Bedford-Stuyvesant","Private room",70,1,0,NULL,0
5066963,"Brooklyn","Bushwick","Private room",50,1,0,NULL,0
5067097,"Brooklyn","Williamsburg","Entire home/apt",220,5,0,NULL,21
5069145,"Brooklyn","Bushwick","Private room",50,1,0,NULL,0
5077231,"Manhattan","Upper East Side","Entire home/apt",150,1,0,NULL,0
5083907,"Brooklyn","Clinton Hill","Private room",50,60,0,NULL,210
5084095,"Manhattan","Upper East Side","Entire home/apt",250,4,0,NULL,0
5104668,"Manhattan","Hell's Kitchen","Entire home/apt",180,1,0,NULL,0
5105632,"Brooklyn","Prospect Heights","Private room",60,1,0,NULL,0
5110224,"Staten Island","Stapleton","Private room",85,1,0,NULL,359
5112761,"Brooklyn","Williamsburg","Private room",90,3,0,NULL,364
5123033,"Manhattan","Midtown","Entire home/apt",115,30,0,NULL,281
5131879,"Brooklyn","Williamsburg","Entire home/apt",1763,60,0,NULL,0
5136673,"Brooklyn","Bedford-Stuyvesant","Private room",40,7,0,NULL,0
5143959,"Brooklyn","Prospect-Lefferts Gardens","Private room",65,1,0,NULL,0
5149368,"Manhattan","Financial District","Private room",170,1,0,NULL,0
5172992,"Brooklyn","Williamsburg","Private room",40,6,0,NULL,0
5173154,"Brooklyn","Bedford-Stuyvesant","Private room",70,1,0,NULL,0
5178944,"Manhattan","Harlem","Private room",100,2,0,NULL,364
5179556,"Brooklyn","Windsor Terrace","Entire home/apt",200,3,0,NULL,0
5181720,"Brooklyn","Bushwick","Private room",30,1,0,NULL,0
5192459,"Manhattan","Upper West Side","Private room",70,1,0,NULL,0
5212133,"Brooklyn","Greenpoint","Entire home/apt",116,1,0,NULL,0
5231104,"Brooklyn","Crown Heights","Private room",40,1,0,NULL,0
5236234,"Manhattan","Upper East Side","Entire home/apt",150,1,0,NULL,0
5238491,"Brooklyn","Greenpoint","Private room",45,17,0,NULL,0
5251624,"Brooklyn","Bushwick","Private room",40,14,0,NULL,0
5251673,"Brooklyn","Williamsburg","Private room",115,1,0,NULL,0
5251719,"Manhattan","Financial District","Shared room",75,1,0,NULL,0
5257388,"Manhattan","Hell's Kitchen","Private room",1450,1,0,NULL,0
5258459,"Manhattan","Washington Heights","Shared room",50,1,0,NULL,89
5267177,"Brooklyn","Bushwick","Entire home/apt",110,3,0,NULL,0
5270589,"Manhattan","East Village","Private room",115,1,0,NULL,0
5279902,"Manhattan","Chelsea","Entire home/apt",400,1,0,NULL,0
5284341,"Queens","Maspeth","Private room",60,1,0,NULL,0
5302719,"Brooklyn","Park Slope","Entire home/apt",145,5,0,NULL,0
5305619,"Brooklyn","Williamsburg","Private room",75,14,0,NULL,0
5309343,"Manhattan","West Village","Entire home/apt",175,90,0,NULL,89
5313584,"Brooklyn","Crown Heights","Private room",52,1,0,NULL,0
5317871,"Brooklyn","Fort Greene","Private room",65,2,0,NULL,0
5325551,"Brooklyn","Bedford-Stuyvesant","Private room",58,2,0,NULL,0
5327035,"Brooklyn","Crown Heights","Private room",51,7,0,NULL,0
5335792,"Manhattan","East Village","Private room",100,2,0,NULL,0
5341379,"Brooklyn","Fort Greene","Entire home/apt",600,1,0,NULL,0
5346488,"Brooklyn","Bedford-Stuyvesant","Private room",50,14,0,NULL,0
5353815,"Brooklyn","Flatbush","Entire home/apt",95,3,0,NULL,0
5364337,"Brooklyn","Bedford-Stuyvesant","Private room",70,1,0,NULL,0
5365190,"Brooklyn","Williamsburg","Entire home/apt",195,1,0,NULL,50
5366126,"Brooklyn","Prospect-Lefferts Gardens","Private room",75,1,0,NULL,0
5385943,"Manhattan","Washington Heights","Private room",28,20,0,NULL,0
5386402,"Brooklyn","Williamsburg","Entire home/apt",155,4,0,NULL,0
5395116,"Manhattan","Upper West Side","Entire home/apt",150,1,0,NULL,0
5429358,"Brooklyn","Williamsburg","Entire home/apt",295,3,0,NULL,0
5432178,"Brooklyn","Williamsburg","Private room",100,1,0,NULL,0
5432597,"Manhattan","Kips Bay","Entire home/apt",175,2,0,NULL,0
5432743,"Brooklyn","Bushwick","Private room",60,1,0,NULL,0
5434655,"Manhattan","Upper West Side","Entire home/apt",185,3,0,NULL,0
5451108,"Brooklyn","Greenpoint","Private room",75,6,0,NULL,0
5475870,"Manhattan","Hell's Kitchen","Private room",100,5,0,NULL,0
5477034,"Brooklyn","Williamsburg","Private room",85,1,0,NULL,0
5478901,"Manhattan","Harlem","Private room",60,1,0,NULL,0
5482031,"Manhattan","Washington Heights","Entire home/apt",200,2,0,NULL,0
5490833,"Brooklyn","Bedford-Stuyvesant","Private room",75,1,0,NULL,0
5509802,"Manhattan","East Harlem","Entire home/apt",295,2,0,NULL,365
5528111,"Manhattan","Washington Heights","Private room",31,7,0,NULL,0
5536023,"Manhattan","East Harlem","Entire home/apt",100,7,0,NULL,0
5536844,"Brooklyn","Park Slope","Private room",75,1,0,NULL,0
5538353,"Brooklyn","Prospect-Lefferts Gardens","Private room",45,30,0,NULL,361
5538410,"Brooklyn","East Flatbush","Private room",45,30,0,NULL,361
5543996,"Brooklyn","Midwood","Entire home/apt",125,1,0,NULL,0
5545876,"Brooklyn","Prospect-Lefferts Gardens","Entire home/apt",100,5,0,NULL,0
5556358,"Brooklyn","Williamsburg","Private room",110,6,0,NULL,0
5562394,"Brooklyn","Crown Heights","Private room",60,1,0,NULL,0
5569302,"Brooklyn","Bushwick","Entire home/apt",65,5,0,NULL,0
5569464,"Brooklyn","Greenpoint","Entire home/apt",125,1,0,NULL,0
5582283,"Brooklyn","Sunset Park","Private room",2000,2,0,NULL,365
5590400,"Manhattan","Harlem","Entire home/apt",100,6,0,NULL,0
5594883,"Manhattan","Harlem","Private room",80,5,0,NULL,0
5601147,"Manhattan","Morningside Heights","Entire home/apt",100,1,0,NULL,0
5602027,"Brooklyn","Williamsburg","Private room",100,2,0,NULL,61
5613334,"Brooklyn","Prospect Heights","Private room",110,7,0,NULL,0
5618341,"Brooklyn","Greenpoint","Entire home/apt",160,1,0,NULL,0
5623799,"Manhattan","Harlem","Private room",49,1,0,NULL,0
5631916,"Manhattan","Upper East Side","Entire home/apt",202,1,0,NULL,0
5638792,"Queens","Astoria","Private room",60,1,0,NULL,89
5646613,"Queens","Astoria","Private room",80,7,0,NULL,0
5651679,"Manhattan","Harlem","Private room",100,7,0,NULL,365
5659204,"Manhattan","Washington Heights","Private room",78,5,0,NULL,364
5660972,"Brooklyn","Boerum Hill","Entire home/apt",170,1,0,NULL,0
5661631,"Brooklyn","Crown Heights","Private room",45,30,0,NULL,303
5672196,"Brooklyn","Crown Heights","Private room",50,1,0,NULL,0
5672471,"Brooklyn","Bedford-Stuyvesant","Private room",65,1,0,NULL,0
5679129,"Brooklyn","Bedford-Stuyvesant","Entire home/apt",60,14,0,NULL,59
5692870,"Brooklyn","Greenpoint","Private room",70,5,0,NULL,0
5695509,"Queens","Ridgewood","Private room",50,1,0,NULL,0
5726139,"Brooklyn","Williamsburg","Private room",65,5,0,NULL,0
5729530,"Manhattan","Upper East Side","Entire home/apt",150,1,0,NULL,0
5735323,"Manhattan","Upper West Side","Entire home/apt",150,5,0,NULL,0
5735447,"Brooklyn","Fort Greene","Entire home/apt",200,1,0,NULL,0
5737678,"Brooklyn","Williamsburg","Private room",80,1,0,NULL,0
5749889,"Brooklyn","Park Slope","Private room",85,7,0,NULL,0
5756241,"Manhattan","Midtown","Entire home/apt",200,2,0,NULL,0
5756643,"Manhattan","Morningside Heights","Private room",50,20,0,NULL,0
5756767,"Brooklyn","Bedford-Stuyvesant","Entire home/apt",99,3,0,NULL,0
5757509,"Manhattan","Murray Hill","Private room",165,1,0,NULL,0
5761564,"Manhattan","East Village","Private room",100,1,0,NULL,0
5766499,"Brooklyn","Bushwick","Private room",55,2,0,NULL,0
5769218,"Manhattan","Upper East Side","Entire home/apt",120,7,0,NULL,0
5783307,"Brooklyn","Bushwick","Private room",48,7,0,NULL,0
5797398,"Brooklyn","Williamsburg","Private room",80,7,0,NULL,0
5804170,"Queens","Woodside","Private room",37,1,0,NULL,0
5805232,"Queens","Ditmars Steinway","Private room",150,1,0,NULL,0
5805561,"Manhattan","Chelsea","Entire home/apt",240,1,0,NULL,0
5806829,"Brooklyn","Boerum Hill","Private room",120,1,0,NULL,0
5812875,"Manhattan","Upper West Side","Entire home/apt",175,1,0,NULL,0
5826468,"Manhattan","East Harlem","Entire home/apt",200,30,0,NULL,0
5833530,"Brooklyn","Bedford-Stuyvesant","Private room",40,1,0,NULL,0
5847182,"Brooklyn","East Flatbush","Private room",20,1,0,NULL,0
5847724,"Brooklyn","Bushwick","Private room",49,1,0,NULL,0
5847793,"Queens","Ridgewood","Private room",100,180,0,NULL,266
5857212,"Manhattan","Hell's Kitchen","Private room",120,3,0,NULL,0
5857515,"Brooklyn","Williamsburg","Entire home/apt",275,5,0,NULL,0
5866656,"Brooklyn","Borough Park","Private room",50,30,0,NULL,361
5873309,"Manhattan","Upper West Side","Shared room",40,1,0,NULL,0
5881858,"Manhattan","East Village","Entire home/apt",220,2,0,NULL,0
5883655,"Brooklyn","Greenpoint","Private room",75,1,0,NULL,0
5904178,"Queens","Astoria","Private room",100,1,0,NULL,365
5904538,"Manhattan","Kips Bay","Private room",150,1,0,NULL,0
5917687,"Brooklyn","Brooklyn Heights","Private room",45,120,0,NULL,146
5927152,"Manhattan","East Village","Private room",300,2,0,NULL,0
5928949,"Manhattan","Hell's Kitchen","Entire home/apt",300,3,0,NULL,0
5931824,"Manhattan","Harlem","Private room",50,1,0,NULL,0
5939328,"Brooklyn","Gowanus","Entire home/apt",246,4,0,NULL,0
5956257,"Brooklyn","Prospect-Lefferts Gardens","Private room",60,1,0,NULL,0
5991641,"Queens","Ridgewood","Entire home/apt",45,4,0,NULL,0
6002382,"Queens","Astoria","Private room",60,2,0,NULL,0
6006603,"Manhattan","Kips Bay","Private room",90,5,0,NULL,0
6013171,"Manhattan","Theater District","Private room",150,1,0,NULL,0
6020044,"Brooklyn","Gowanus","Private room",35,1,0,NULL,0
6020382,"Brooklyn","Bedford-Stuyvesant","Private room",65,1,0,NULL,0
6021955,"Brooklyn","Williamsburg","Private room",100,5,0,NULL,88
6025389,"Manhattan","Washington Heights","Private room",100,1,0,NULL,0
6027682,"Manhattan","Harlem","Private room",68,2,0,NULL,0
6041875,"Manhattan","East Harlem","Entire home/apt",150,2,0,NULL,0
6044268,"Manhattan","Battery Park City","Entire home/apt",195,7,0,NULL,0
6045917,"Queens","Kew Gardens","Private room",150,1,0,NULL,365
6046877,"Queens","Kew Gardens","Private room",150,1,0,NULL,363
6048412,"Manhattan","Upper East Side","Entire home/apt",150,2,0,NULL,0
6059556,"Brooklyn","Park Slope","Entire home/apt",480,3,0,NULL,191
6085109,"Brooklyn","Red Hook","Entire home/apt",120,43,0,NULL,0
6087827,"Brooklyn","Bedford-Stuyvesant","Private room",85,1,0,NULL,0
6094708,"Manhattan","Lower East Side","Entire home/apt",85,1,0,NULL,0
6105342,"Manhattan","Harlem","Private room",200,1,0,NULL,0
6108021,"Brooklyn","Gowanus","Entire home/apt",110,2,0,NULL,0
6115275,"Manhattan","Midtown","Entire home/apt",180,1,0,NULL,0
6117178,"Brooklyn","Gowanus","Private room",50,5,0,NULL,0
6129158,"Manhattan","Upper East Side","Entire home/apt",350,1,0,NULL,0
6132646,"Manhattan","Lower East Side","Private room",75,1,0,NULL,0
6156278,"Manhattan","Hell's Kitchen","Entire home/apt",200,5,0,NULL,0
6165564,"Brooklyn","Bedford-Stuyvesant","Private room",750,1,0,NULL,0
6169068,"Brooklyn","Park Slope","Entire home/apt",345,30,0,NULL,156
6169897,"Manhattan","Harlem","Entire home/apt",75,500,0,NULL,362
6171211,"Brooklyn","Crown Heights","Private room",32,7,0,NULL,0
6185629,"Brooklyn","Bedford-Stuyvesant","Private room",100,14,0,NULL,123
6200613,"Manhattan","Upper West Side","Private room",90,7,0,NULL,0
6200692,"Manhattan","Morningside Heights","Private room",60,1,0,NULL,0
6201730,"Manhattan","Washington Heights","Private room",90,1,0,NULL,0
6209619,"Manhattan","Harlem","Entire home/apt",199,1,0,NULL,0
6210050,"Brooklyn","Bedford-Stuyvesant","Private room",80,1,0,NULL,0
6216318,"Brooklyn","Williamsburg","Private room",105,14,0,NULL,0
6227341,"Brooklyn","Bedford-Stuyvesant","Private room",45,1,0,NULL,0
6232987,"Manhattan","Murray Hill","Entire home/apt",250,1,0,NULL,0
6233779,"Brooklyn","Williamsburg","Private room",60,2,0,NULL,339
6237065,"Brooklyn","Brighton Beach","Private room",129,3,0,NULL,365
6238281,"Manhattan","Hell's Kitchen","Entire home/apt",175,1,0,NULL,0
6249465,"Manhattan","Morningside Heights","Private room",60,1,0,NULL,0
6259989,"Brooklyn","Crown Heights","Private room",60,7,0,NULL,0
6261971,"Manhattan","Upper West Side","Private room",50,2,0,NULL,0
6263101,"Brooklyn","Williamsburg","Private room",75,45,0,NULL,92
6268515,"Manhattan","Midtown","Private room",85,1,0,NULL,0
6269808,"Brooklyn","Windsor Terrace","Entire home/apt",150,6,0,NULL,0
6271152,"Manhattan","Tribeca","Entire home/apt",300,1,0,NULL,0
6272181,"Brooklyn","Crown Heights","Private room",75,1,0,NULL,0
6273469,"Manhattan","West Village","Entire home/apt",200,1,0,NULL,0
6279160,"Manhattan","Upper West Side","Private room",175,2,0,NULL,0
6283933,"Brooklyn","Carroll Gardens","Private room",45,2,0,NULL,0
6286253,"Brooklyn","Bushwick","Private room",100,1,0,NULL,0
6292309,"Brooklyn","Kensington","Entire home/apt",75,1,0,NULL,0
6292334,"Manhattan","Upper East Side","Entire home/apt",300,1,0,NULL,0
6292828,"Brooklyn","Williamsburg","Private room",110,1,0,NULL,0
6302159,"Brooklyn","Bushwick","Private room",46,4,0,NULL,0
6303611,"Brooklyn","Greenpoint","Entire home/apt",165,17,0,NULL,0
6305553,"Brooklyn","Kensington","Private room",35,1,0,NULL,0
6314148,"Manhattan","NoHo","Entire home/apt",300,1,0,NULL,0
6314794,"Manhattan","Harlem","Private room",79,1,0,NULL,0
6315050,"Brooklyn","Bedford-Stuyvesant","Private room",65,3,0,NULL,0
6323445,"Manhattan","Upper East Side","Entire home/apt",175,3,0,NULL,0
6323975,"Manhattan","Hell's Kitchen","Shared room",130,1,0,NULL,0
6324190,"Brooklyn","Bedford-Stuyvesant","Private room",35,10,0,NULL,0
6333850,"Brooklyn","Crown Heights","Private room",120,1,0,NULL,177
6334808,"Manhattan","East Village","Private room",170,5,0,NULL,0
6336480,"Queens","Flushing","Private room",49,15,0,NULL,27
6343837,"Brooklyn","Fort Greene","Entire home/apt",100,1,0,NULL,0
6345234,"Brooklyn","Clinton Hill","Private room",75,1,0,NULL,0
6346456,"Manhattan","Nolita","Entire home/apt",350,1,0,NULL,0
6348548,"Brooklyn","Flatbush","Entire home/apt",100,28,0,NULL,4
6349524,"Manhattan","East Village","Private room",110,4,0,NULL,0
6357058,"Brooklyn","Bedford-Stuyvesant","Private room",100,1,0,NULL,0
6361204,"Queens","Long Island City","Entire home/apt",150,14,0,NULL,0
6362662,"Brooklyn","Williamsburg","Private room",65,1,0,NULL,0
6364404,"Manhattan","Midtown","Entire home/apt",190,6,0,NULL,0
6371890,"Manhattan","Tribeca","Private room",110,1,0,NULL,0
6373379,"Manhattan","Midtown","Entire home/apt",250,1,0,NULL,0
6376487,"Queens","Astoria","Entire home/apt",122,6,0,NULL,13
6388315,"Manhattan","Upper West Side","Entire home/apt",120,150,0,NULL,365
6390777,"Brooklyn","Vinegar Hill","Entire home/apt",375,14,0,NULL,0
6397059,"Manhattan","West Village","Private room",250,2,0,NULL,0
6398715,"Queens","Ditmars Steinway","Private room",46,7,0,NULL,0
6400255,"Manhattan","Upper West Side","Entire home/apt",150,16,0,NULL,0
6401592,"Brooklyn","Crown Heights","Private room",55,7,0,NULL,0
6410924,"Brooklyn","Prospect-Lefferts Gardens","Private room",55,3,0,NULL,0
6424227,"Brooklyn","DUMBO","Entire home/apt",150,7,0,NULL,0
6426032,"Brooklyn","Williamsburg","Entire home/apt",200,5,0,NULL,0
6428942,"Manhattan","Financial District","Entire home/apt",212,1,0,NULL,0
6436433,"Manhattan","Upper East Side","Entire home/apt",250,3,0,NULL,0
6438239,"Manhattan","Upper East Side","Entire home/apt",195,3,0,NULL,0
6443330,"Manhattan","West Village","Entire home/apt",200,1,0,NULL,0
6445656,"Brooklyn","Williamsburg","Private room",100,28,0,NULL,0
6450457,"Manhattan","Kips Bay","Entire home/apt",200,2,0,NULL,0
6452027,"Brooklyn","Williamsburg","Private room",115,3,0,NULL,0
6452138,"Manhattan","Midtown","Private room",125,1,0,NULL,0
6452585,"Manhattan","East Village","Private room",115,2,0,NULL,0
6452764,"Brooklyn","Prospect-Lefferts Gardens","Entire home/apt",74,2,0,NULL,0
6452788,"Brooklyn","Williamsburg","Private room",100,1,0,NULL,0
6457121,"Brooklyn","Midwood","Private room",70,1,0,NULL,0
6462078,"Manhattan","Washington Heights","Private room",40,6,0,NULL,0
6462454,"Brooklyn","Park Slope","Entire home/apt",200,1,0,NULL,0
6467905,"Manhattan","Harlem","Private room",55,2,0,NULL,0
6470740,"Manhattan","Financial District","Entire home/apt",275,1,0,NULL,0
6477586,"Manhattan","Inwood","Entire home/apt",120,3,0,NULL,0
6479956,"Brooklyn","Park Slope","Private room",300,1,0,NULL,0
6493288,"Manhattan","Midtown","Entire home/apt",300,1,0,NULL,0
6493737,"Manhattan","Murray Hill","Entire home/apt",199,1,0,NULL,0
6509750,"Manhattan","Upper West Side","Entire home/apt",385,30,0,NULL,0
6511675,"Brooklyn","Flatbush","Private room",50,10,0,NULL,0
6515686,"Brooklyn","Williamsburg","Private room",106,14,0,NULL,0
6525765,"Queens","Corona","Private room",150,2,0,NULL,363
6528046,"Manhattan","Gramercy","Entire home/apt",249,2,0,NULL,0
6528060,"Manhattan","Morningside Heights","Private room",84,1,0,NULL,0
6536744,"Brooklyn","Prospect-Lefferts Gardens","Entire home/apt",75,5,0,NULL,0
6542818,"Manhattan","Midtown","Entire home/apt",350,1,0,NULL,364
6543581,"Manhattan","Chelsea","Entire home/apt",350,14,0,NULL,0
6544899,"Manhattan","West Village","Entire home/apt",180,28,0,NULL,0
6555262,"Queens","Ridgewood","Private room",35,2,0,NULL,0
6557289,"Bronx","Longwood","Private room",680,1,0,NULL,0
6558729,"Brooklyn","Williamsburg","Private room",95,1,0,NULL,0
6560055,"Manhattan","Washington Heights","Entire home/apt",150,30,0,NULL,0
6560459,"Brooklyn","Bedford-Stuyvesant","Private room",48,1,0,NULL,0
6570718,"Queens","Long Island City","Entire home/apt",85,7,0,NULL,0
6573055,"Manhattan","East Village","Private room",100,1,0,NULL,0
6574353,"Brooklyn","Bedford-Stuyvesant","Private room",85,1,0,NULL,0
6574537,"Queens","Long Island City","Private room",225,1,0,NULL,365
6581248,"Manhattan","Upper West Side","Entire home/apt",250,15,0,NULL,39
6584448,"Manhattan","Inwood","Entire home/apt",130,2,0,NULL,0
6588947,"Brooklyn","Prospect-Lefferts Gardens","Private room",60,3,0,NULL,0
6589412,"Brooklyn","Park Slope","Entire home/apt",350,7,0,NULL,0
6598376,"Brooklyn","Bedford-Stuyvesant","Private room",45,14,0,NULL,0
6599689,"Manhattan","Washington Heights","Private room",75,1,0,NULL,0
6599950,"Manhattan","West Village","Entire home/apt",700,1,0,NULL,0
6601606,"Manhattan","Lower East Side","Private room",125,1,0,NULL,0
6610244,"Manhattan","Harlem","Entire home/apt",130,1,0,NULL,0
6611774,"Brooklyn","Park Slope","Private room",75,2,0,NULL,0
6612737,"Manhattan","Kips Bay","Private room",70,15,0,NULL,0
6614604,"Manhattan","Washington Heights","Private room",50,4,0,NULL,0
6626581,"Manhattan","East Village","Entire home/apt",200,1,0,NULL,0
6627650,"Manhattan","East Harlem","Private room",50,2,0,NULL,0
6627668,"Manhattan","Harlem","Private room",80,1,0,NULL,0
6636389,"Manhattan","West Village","Entire home/apt",160,4,0,NULL,0
6636993,"Brooklyn","Williamsburg","Private room",90,1,0,NULL,0
6645224,"Manhattan","Chelsea","Private room",100,21,0,NULL,0
6652170,"Brooklyn","Flatlands","Shared room",27,5,0,NULL,0
6654323,"Brooklyn","Fort Greene","Entire home/apt",179,30,0,NULL,0
6656441,"Brooklyn","Clinton Hill","Private room",89,4,0,NULL,0
6658870,"Brooklyn","Williamsburg","Private room",99,1,0,NULL,0
6660117,"Manhattan","East Village","Entire home/apt",120,30,0,NULL,213
6662422,"Brooklyn","Park Slope","Entire home/apt",250,6,0,NULL,0
6669443,"Brooklyn","Williamsburg","Private room",125,1,0,NULL,0
6670191,"Brooklyn","Bedford-Stuyvesant","Entire home/apt",179,30,0,NULL,274
6672812,"Brooklyn","Clinton Hill","Private room",68,7,0,NULL,0
6673638,"Brooklyn","Gravesend","Private room",69,1,0,NULL,0
6674342,"Manhattan","Hell's Kitchen","Entire home/apt",125,3,0,NULL,0
6674482,"Manhattan","East Harlem","Private room",97,1,0,NULL,0
6678351,"Manhattan","Harlem","Private room",100,1,0,NULL,0
6685873,"Brooklyn","Fort Greene","Entire home/apt",95,2,0,NULL,0
6686332,"Brooklyn","Bushwick","Entire home/apt",190,1,0,NULL,0
6687933,"Manhattan","Lower East Side","Private room",60,1,0,NULL,0
6693403,"Brooklyn","Flatbush","Entire home/apt",175,1,0,NULL,0
6699725,"Bronx","Longwood","Private room",99,1,0,NULL,0
6699912,"Brooklyn","Sunset Park","Private room",75,7,0,NULL,0
6703091,"Manhattan","East Village","Entire home/apt",100,5,0,NULL,0
6706703,"Queens","Ditmars Steinway","Private room",50,3,0,NULL,0
6711306,"Brooklyn","Park Slope","Private room",100,14,0,NULL,0
6713005,"Manhattan","Upper East Side","Private room",100,1,0,NULL,0
6713821,"Brooklyn","Crown Heights","Private room",80,1,0,NULL,0
6713911,"Manhattan","Upper East Side","Entire home/apt",275,1,0,NULL,0
6716154,"Manhattan","Upper East Side","Entire home/apt",250,5,0,NULL,0
6719207,"Brooklyn","East Flatbush","Private room",47,30,0,NULL,311
6723207,"Brooklyn","Flatbush","Entire home/apt",75,7,0,NULL,0
6725463,"Manhattan","Murray Hill","Shared room",160,1,0,NULL,365
6726702,"Brooklyn","Prospect-Lefferts Gardens","Entire home/apt",100,5,0,NULL,0
6731564,"Queens","Astoria","Entire home/apt",120,1,0,NULL,0
6749837,"Brooklyn","Kensington","Private room",95,2,0,NULL,0
6757821,"Manhattan","Morningside Heights","Private room",70,1,0,NULL,0
6758846,"Brooklyn","Williamsburg","Entire home/apt",100,1,0,NULL,0
6766894,"Brooklyn","Williamsburg","Private room",115,1,0,NULL,0
6767603,"Manhattan","Midtown","Private room",110,1,0,NULL,0
6775098,"Manhattan","Greenwich Village","Entire home/apt",150,1,0,NULL,0
6781648,"Manhattan","West Village","Entire home/apt",140,4,0,NULL,0
6782407,"Brooklyn","Williamsburg","Private room",45,1,0,NULL,0
6783518,"Brooklyn","Bedford-Stuyvesant","Private room",75,3,0,NULL,0
6784406,"Manhattan","Financial District","Private room",125,1,0,NULL,0
6792702,"Brooklyn","Greenpoint","Private room",59,3,0,NULL,0
6795252,"Brooklyn","Bedford-Stuyvesant","Private room",85,3,0,NULL,0
6797129,"Manhattan","Upper West Side","Entire home/apt",375,1,0,NULL,0
6797564,"Manhattan","Gramercy","Entire home/apt",120,1,0,NULL,0
6797905,"Manhattan","Upper East Side","Entire home/apt",150,8,0,NULL,0
6799118,"Brooklyn","Red Hook","Entire home/apt",80,1,0,NULL,0
6805817,"Manhattan","Upper West Side","Private room",125,1,0,NULL,0
6806282,"Manhattan","East Village","Private room",80,1,0,NULL,0
6812717,"Manhattan","Battery Park City","Entire home/apt",100,21,0,NULL,222
6813041,"Brooklyn","Fort Greene","Private room",50,1,0,NULL,0
6824996,"Manhattan","Upper East Side","Private room",59,1,0,NULL,0
6829632,"Brooklyn","Bushwick","Entire home/apt",150,1,0,NULL,0
6832599,"Brooklyn","Williamsburg","Private room",65,1,0,NULL,0
6834972,"Brooklyn","Carroll Gardens","Entire home/apt",275,4,0,NULL,0
6847053,"Manhattan","Morningside Heights","Private room",82,1,0,NULL,0
6849332,"Manhattan","Washington Heights","Entire home/apt",105,2,0,NULL,0
6850801,"Brooklyn","Prospect-Lefferts Gardens","Entire home/apt",250,4,0,NULL,0
6851700,"Brooklyn","Carroll Gardens","Private room",40,1,0,NULL,0
6853752,"Brooklyn","Williamsburg","Entire home/apt",295,2,0,NULL,0
6854013,"Brooklyn","Bedford-Stuyvesant","Entire home/apt",120,2,0,NULL,0
6864482,"Brooklyn","Bedford-Stuyvesant","Private room",80,1,0,NULL,0
6869363,"Manhattan","Upper West Side","Entire home/apt",150,1,0,NULL,0
6881827,"Manhattan","Hell's Kitchen","Private room",190,2,0,NULL,0
6884147,"Brooklyn","Bushwick","Private room",50,1,0,NULL,0
6884647,"Brooklyn","Bedford-Stuyvesant","Entire home/apt",200,5,0,NULL,0
6885767,"Manhattan","Hell's Kitchen","Entire home/apt",95,1,0,NULL,0
6896715,"Manhattan","Midtown","Entire home/apt",180,30,0,NULL,177
6902147,"Brooklyn","Crown Heights","Entire home/apt",65,7,0,NULL,0
6913023,"Brooklyn","Bushwick","Private room",75,1,0,NULL,0
6914268,"Manhattan","Stuyvesant Town","Private room",45,1,0,NULL,0
6924363,"Manhattan","Harlem","Private room",120,1,0,NULL,0
6924400,"Manhattan","Greenwich Village","Private room",60,14,0,NULL,0
6934770,"Queens","Astoria","Private room",55,1,0,NULL,0
6937871,"Brooklyn","Windsor Terrace","Private room",65,3,0,NULL,0
6939668,"Manhattan","Upper West Side","Entire home/apt",150,1,0,NULL,0
6941601,"Manhattan","Midtown","Entire home/apt",175,7,0,NULL,0
6944665,"Brooklyn","Williamsburg","Private room",73,14,0,NULL,0
6947196,"Manhattan","Chelsea","Entire home/apt",800,15,0,NULL,0
6948161,"Manhattan","Chelsea","Entire home/apt",250,1,0,NULL,0
6949554,"Brooklyn","Williamsburg","Private room",93,3,0,NULL,0
6955143,"Brooklyn","Gowanus","Private room",130,1,0,NULL,0
6967201,"Manhattan","Upper West Side","Private room",110,1,0,NULL,0
6968488,"Brooklyn","Fort Greene","Private room",55,4,0,NULL,0
6968520,"Brooklyn","Red Hook","Entire home/apt",500,1,0,NULL,0
6972271,"Manhattan","Midtown","Entire home/apt",150,2,0,NULL,0
6973011,"Brooklyn","Flatbush","Entire home/apt",85,3,0,NULL,0
6982174,"Brooklyn","Bedford-Stuyvesant","Private room",50,1,0,NULL,0
